,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Target
1470,33.62,392.97,163.15,620118.63,21.0,91.0,3303.0,24.989,97.0,233.5,468.81
1471,33.61,353.63,163.45,618343.07,21.0,94.0,3262.0,25.177,,,467.48
1472,33.6,189.83,163.76,616567.51,21.0,96.0,3221.0,25.366,,,466.14
1473,33.6,168.65,163.76,616567.51,21.0,97.0,3238.0,25.555,,,468.56
1474,33.66,472.86,163.75,622939.55,21.0,95.0,3255.0,25.743,,,470.98
1475,33.66,424.61,163.75,617560.82,21.0,93.0,3227.0,25.932,,,466.94
1476,33.69,279.07,163.74,625268.2,21.0,91.0,3267.0,26.121,,,472.78
1477,33.73,232.34,163.74,626965.72,21.0,95.0,3276.0,26.31,,,474.07
1478,33.77,366.77,163.74,628663.23,21.0,97.0,3285.0,26.498,,,475.36
1479,33.81,171.33,163.74,630360.74,21.0,98.0,3294.0,26.687,,,476.64
1480,33.81,322.24,163.74,632593.42,21.0,98.0,3306.0,26.876,,,478.34
1481,33.9,2.85,163.74,640884.39,21.0,97.0,3349.0,27.064,,,484.6
1482,33.9,112.97,163.74,642966.88,21.0,100.0,3360.0,27.253,,,486.2
1483,33.9,202.55,163.74,648663.2,21.0,92.0,3390.0,27.442,,,490.54
1484,34.1,190.02,163.74,648739.11,21.0,91.0,3391.0,27.63,,,490.61
1485,34.3,216.91,163.74,648815.02,21.0,92.0,3391.0,27.819,,,490.69
1486,34.5,148.64,163.74,648890.93,21.0,99.0,3392.0,28.008,,,490.76
1487,34.56,60.32,163.74,652363.21,21.0,90.0,3410.0,28.197,,,493.4
1488,34.35,428.63,163.74,655937.49,21.0,96.0,3429.0,28.385,,,496.14
1489,34.44,197.76,163.69,656024.64,21.0,90.0,3431.0,28.574,,,496.36
1490,34.08,274.88,163.69,655337.33,21.0,94.0,3429.0,28.763,,,495.98
1491,34.07,428.48,163.69,655940.49,21.0,94.0,3432.0,28.951,,,496.4
1492,34.06,344.88,163.69,656543.65,21.0,94.0,3435.0,29.14,,,496.82
1493,34.05,469.86,163.69,657146.8,21.0,96.0,3437.0,29.329,,,497.24
1494,34.35,128.77,163.7,655767.57,21.0,94.0,3431.0,29.517,,,496.37
1495,33.33,177.78,163.69,656987.51,21.0,100.0,3438.0,29.706,,,497.36
1496,34.32,420.22,163.7,651436.54,21.0,92.0,3410.0,29.895,,,493.28
1497,33.81,417.69,163.71,650847.09,21.0,95.0,3406.0,30.083,,,492.84
1498,33.79,150.69,163.89,649674.17,21.0,93.0,3395.0,30.272,,,491.96
1499,33.77,115.4,164.07,648501.25,21.0,95.0,3384.0,30.461,,,491.08
1500,33.75,26.8,164.25,647328.34,21.0,96.0,3374.0,30.65,,,490.2
1501,33.75,407.03,164.24,650719.49,21.0,95.0,3391.0,30.838,98.0,242.0,492.78
1502,33.57,408.55,164.24,652605.73,21.0,93.0,3408.0,31.027,,,495.18
1503,33.54,7.07,164.24,650402.63,21.0,97.0,3396.0,31.216,,,493.46
1504,33.69,478.44,164.24,652000.63,21.0,91.0,3405.0,31.404,,,494.78
1505,33.51,225.73,164.24,653231.84,21.0,93.0,3412.0,31.593,,,495.75
1506,33.33,162.51,164.24,654463.05,21.0,99.0,3419.0,31.782,,,496.72
1507,33.15,240.72,164.23,655694.26,21.0,98.0,3425.0,31.97,,,497.68
1508,33.12,311.3,164.23,654681.82,21.0,99.0,3421.0,32.159,,,497.02
1509,33.12,393.23,164.22,654833.91,21.0,95.0,3422.0,32.348,,,497.18
1510,33.33,108.19,164.21,640628.31,21.0,96.0,3348.0,32.537,,,486.33
1511,33.39,476.21,164.21,645361.81,21.0,93.0,3373.0,32.725,,,489.96
1512,33.39,55.32,164.21,648788.2,21.0,98.0,3391.0,32.914,,,492.58
1513,33.39,286.13,164.21,652214.6,21.0,93.0,3409.0,33.103,,,495.2
1514,33.39,54.88,164.21,655640.99,21.0,99.0,3427.0,33.291,,,497.82
1515,33.39,347.36,164.21,657135.2,21.0,93.0,3435.0,33.48,,,498.96
1516,33.39,289.59,164.21,658963.4,21.0,93.0,3444.0,33.669,,,500.27
1517,33.6,344.82,164.21,645993.06,21.0,95.0,3375.0,33.857,,,490.36
1518,33.69,144.24,164.21,645703.62,21.0,94.0,3374.0,34.046,,,490.12
1519,33.69,430.27,164.21,645591.82,21.0,98.0,3373.0,34.235,,,490.02
1520,33.69,218.75,164.21,645480.02,21.0,99.0,3372.0,34.423,,,489.93
1521,33.69,158.61,164.21,645368.22,21.0,96.0,3372.0,34.612,,,489.83
1522,33.72,150.71,164.21,654728.17,21.0,100.0,3421.0,34.801,,,496.95
1523,33.66,370.2,164.2,653646.45,21.0,97.0,3415.0,34.99,,,496.04
1524,33.66,11.33,164.21,652806.29,21.0,100.0,3410.0,35.178,,,495.42
1525,33.63,369.74,164.21,652184.89,21.0,93.0,3407.0,35.367,,,494.9
1526,33.62,55.16,164.21,652756.96,21.0,97.0,3410.0,35.556,,,495.35
1527,33.61,413.27,164.21,653329.03,21.0,99.0,3413.0,35.744,,,495.8
1528,33.6,267.7,164.21,653901.1,21.0,96.0,3416.0,35.933,,,496.25
1529,33.54,172.93,164.21,656623.43,21.0,94.0,3430.0,36.122,,,498.3
1530,33.54,242.92,164.21,662099.97,21.0,97.0,3459.0,36.31,,,502.46
1531,33.78,43.52,164.74,666826.06,21.0,92.0,3444.0,36.499,,,506.07
1532,33.24,162.41,164.79,665709.19,21.0,98.0,3440.0,36.688,99.0,237.75,505.84
1533,33.24,382.12,164.79,665709.19,21.0,95.0,3432.0,36.877,,,504.72
1534,33.24,81.77,164.79,665709.19,21.0,92.0,3425.0,37.065,,,503.59
1535,33.24,9.38,164.79,665709.19,21.0,94.0,3417.0,37.254,,,502.46
1536,33.24,101.38,164.79,659874.72,21.0,93.0,3410.0,37.443,,,501.34
1537,33.21,188.01,165.01,661064.97,21.0,98.0,3411.0,37.631,,,502.26
1538,33.0,59.12,165.0,664392.28,21.0,99.0,3429.0,37.82,,,504.8
1539,33.0,76.77,165.0,658740.78,21.0,93.0,3399.0,38.009,,,500.46
1540,33.0,127.14,165.0,662036.31,21.0,95.0,3416.0,38.197,,,502.96
1541,33.0,101.9,165.0,665331.83,21.0,93.0,3433.0,38.386,,,505.46
1542,33.0,219.34,165.0,668627.36,21.0,94.0,3450.0,38.575,,,507.97
1543,33.3,53.53,165.0,669566.64,21.0,92.0,3455.0,38.763,,,508.64
1544,32.25,292.36,165.01,668515.06,21.0,91.0,3449.0,38.952,,,507.84
1545,32.49,428.19,165.0,666039.94,21.0,99.0,3436.0,39.141,,,505.95
1546,32.49,457.1,165.0,667337.72,21.0,91.0,3447.0,39.33,,,507.46
1547,32.47,247.96,164.95,667785.19,21.0,93.0,3449.0,39.518,,,507.41
1548,32.45,1.3,164.89,668232.65,21.0,98.0,3451.0,39.707,,,507.36
1549,32.43,464.65,164.84,668680.12,21.0,90.0,3453.0,39.896,,,507.3
1550,32.43,172.92,164.84,671135.24,21.0,94.0,3466.0,40.084,,,509.2
1551,32.46,481.54,164.84,668091.57,21.0,98.0,3449.0,40.273,,,506.76
1552,32.46,446.72,164.84,664227.21,21.0,97.0,3429.0,40.462,,,503.76
1553,32.4,82.86,164.84,664650.93,21.0,93.0,3431.0,40.65,,,504.08
1554,32.38,360.85,164.87,661531.48,21.0,95.0,3411.0,40.839,,,501.69
1555,32.36,148.01,164.9,658412.03,21.0,98.0,3391.0,41.028,,,499.29
1556,32.34,449.48,164.93,655292.58,21.0,92.0,3372.0,41.217,,,496.9
1557,29.67,74.08,164.93,657830.1,21.0,90.0,3385.0,41.405,,,498.87
1558,29.49,161.9,164.93,665310.7,21.0,93.0,3424.0,41.594,,,504.56
1559,29.43,325.89,164.93,666245.12,21.0,92.0,3429.0,41.783,,,505.28
1560,29.4,51.19,165.02,671218.63,21.0,95.0,3443.0,41.971,,,509.08
1561,29.37,116.07,166.1,671408.4,21.0,99.0,3407.0,42.16,,,509.21
1562,29.34,62.36,167.18,671598.16,21.0,95.0,3370.0,42.254,100.0,251.75,509.34
1563,29.31,283.75,168.26,671787.93,21.0,94.0,3333.0,42.349,,,509.47
1564,29.31,368.34,168.26,673300.6,21.0,95.0,3340.0,42.443,,,510.6
1565,29.31,192.1,168.26,672316.66,21.0,94.0,3335.0,42.537,,,509.84
1566,29.43,257.58,168.26,679373.56,21.0,93.0,3371.0,42.632,,,515.23
1567,29.43,423.22,168.26,681270.24,21.0,97.0,3381.0,42.726,,,516.73
1568,29.32,480.71,168.26,681801.86,21.0,98.0,3383.0,42.82,,,517.14
1569,29.21,138.57,168.26,682333.49,21.0,95.0,3386.0,42.915,,,517.56
1570,29.1,309.16,168.26,682865.12,21.0,90.0,3389.0,43.009,,,517.97
1571,29.01,207.58,168.26,683100.1,21.0,96.0,3390.0,43.103,,,518.17
1572,29.1,297.84,168.25,686348.8,21.0,94.0,3406.0,43.198,,,520.6
1573,29.16,381.3,168.24,686764.7,21.0,93.0,3408.0,43.292,,,520.82
1574,29.16,323.11,168.26,690330.24,21.0,94.0,3425.0,43.387,,,523.54
1575,29.06,142.03,168.26,691160.92,21.0,100.0,3429.0,43.481,,,524.18
1576,28.96,169.33,168.26,691991.61,21.0,91.0,3434.0,43.575,,,524.83
1577,28.86,152.66,168.26,692822.3,21.0,96.0,3438.0,43.67,,,525.48
1578,29.43,137.35,168.25,692793.68,21.0,91.0,3437.0,43.764,,,525.34
1579,29.82,257.37,168.25,694999.44,21.0,95.0,3447.0,43.858,,,526.92
1580,29.73,50.96,168.26,692576.44,21.0,98.0,3435.0,43.953,,,525.09
1581,29.73,108.07,168.27,697080.72,21.0,92.0,3458.0,44.047,,,528.64
1582,29.66,14.18,168.27,696123.58,21.0,99.0,3454.0,44.141,,,527.93
1583,29.59,221.26,168.27,695166.44,21.0,94.0,3449.0,44.236,,,527.22
1584,29.52,385.23,168.27,694209.3,21.0,93.0,3444.0,44.33,,,526.51
1585,30.03,238.79,168.27,696566.72,21.0,90.0,3457.0,44.424,,,528.39
1586,30.09,226.28,168.27,694057.93,21.0,98.0,3445.0,44.519,,,526.6
1587,30.33,402.46,168.26,696769.3,21.0,92.0,3457.0,44.613,,,528.42
1588,30.9,318.23,168.27,717156.12,21.0,91.0,3557.0,44.707,,,543.8
1589,30.89,137.16,168.36,718075.67,21.0,95.0,3556.0,44.802,,,544.53
1590,30.88,77.24,168.46,718995.21,21.0,92.0,3555.0,44.896,,,545.27
1591,30.87,81.67,168.56,719914.75,21.0,93.0,3554.0,44.99,,,546.0
1592,30.27,140.87,168.99,722481.87,21.0,91.0,3565.0,45.085,,,548.14
1593,30.24,256.68,168.99,722972.48,21.0,98.0,3568.0,45.179,101.0,246.25,548.54
1594,30.12,81.1,168.99,723971.34,21.0,100.0,3572.0,45.273,,,549.14
1595,30.21,234.76,168.98,729312.62,21.0,95.0,3602.0,45.368,,,553.83
1596,30.27,412.89,168.98,729983.91,21.0,95.0,3606.0,45.462,,,554.46
1597,30.33,443.37,168.98,730655.2,21.0,92.0,3610.0,45.557,,,555.1
1598,30.39,318.97,168.99,731326.49,21.0,94.0,3614.0,45.651,,,555.74
1599,30.36,103.81,168.99,732176.0,21.0,98.0,3619.0,45.745,,,556.37
1600,30.36,27.51,168.99,735798.82,21.0,95.0,3636.0,45.84,,,559.1
1601,30.39,260.52,168.99,729395.43,21.0,90.0,3605.0,45.934,,,554.34
1602,30.45,453.29,168.98,728759.44,21.0,96.0,3602.0,46.028,,,553.84
1603,30.44,75.08,168.98,728723.95,21.0,94.0,3602.0,46.123,,,553.81
1604,30.43,175.32,168.98,728688.46,21.0,96.0,3602.0,46.217,,,553.78
1605,30.42,346.94,168.98,728652.97,21.0,98.0,3602.0,46.311,,,553.76
1606,29.67,123.04,168.99,727468.08,21.0,90.0,3596.0,46.406,,,552.85
1607,29.79,182.49,168.99,721328.03,21.0,94.0,3565.0,46.5,,,548.16
1608,29.7,314.96,168.98,730878.63,21.0,98.0,3613.0,46.594,,,555.45
1609,29.61,264.35,168.98,725915.19,21.0,93.0,3589.0,46.689,,,551.74
1610,29.57,289.37,168.98,726585.2,21.0,94.0,3592.0,46.783,,,552.25
1611,29.53,436.19,168.98,727255.22,21.0,95.0,3595.0,46.877,,,552.76
1612,29.49,446.73,168.98,727925.23,21.0,91.0,3599.0,46.972,,,553.27
1613,33.99,287.04,168.98,736587.3,21.0,94.0,3642.0,47.066,,,559.88
1614,30.51,283.62,168.97,734765.01,21.0,94.0,3632.0,47.16,,,558.44
1615,38.31,426.87,168.97,734765.01,21.0,97.0,3642.0,47.255,,,559.95
1616,38.46,300.09,168.97,738780.8,21.0,95.0,3652.0,47.349,,,561.46
1617,38.6,342.82,168.97,738771.98,21.0,98.0,3652.0,47.443,,,561.45
1618,38.74,239.02,168.97,738763.15,21.0,91.0,3652.0,47.538,,,561.42
1619,38.88,113.97,168.97,738754.32,21.0,95.0,3652.0,47.632,,,561.4
1620,39.15,408.91,168.98,740048.3,21.0,95.0,3658.0,47.727,,,562.42
1621,39.84,208.57,169.0,721185.18,21.0,91.0,3564.0,47.821,,,548.02
1622,39.96,173.68,169.55,728049.72,21.0,98.0,3554.0,47.915,,,553.26
1623,40.44,269.26,169.61,724013.38,21.0,91.0,3532.0,48.01,102.0,239.75,550.12
1624,40.47,236.8,169.61,719332.63,21.0,90.0,3510.0,48.104,,,546.57
1625,40.5,477.36,169.62,714651.88,21.0,93.0,3487.0,48.198,,,543.03
1626,40.53,201.61,169.62,709971.14,21.0,100.0,3464.0,48.293,,,539.48
1627,40.29,236.26,169.61,711437.68,21.0,95.0,3471.0,48.387,,,540.6
1628,40.47,440.81,169.61,716866.64,21.0,90.0,3497.0,48.481,,,544.67
1629,40.35,375.6,169.61,721561.48,21.0,99.0,3520.0,48.576,,,548.21
1630,40.35,284.42,169.61,724713.26,21.0,97.0,3535.0,48.67,,,550.54
1631,40.41,467.86,169.61,726683.22,21.0,95.0,3545.0,48.764,,,552.03
1632,40.47,133.87,169.61,728653.18,21.0,99.0,3554.0,48.859,,,553.52
1633,40.53,241.7,169.61,730623.14,21.0,98.0,3564.0,48.953,,,555.02
1634,39.6,210.13,169.62,728755.35,21.0,96.0,3554.0,49.047,,,553.55
1635,29.19,7.48,169.61,728985.15,21.0,99.0,3556.0,49.142,,,553.79
1636,29.16,372.51,169.61,728438.9,21.0,92.0,3553.0,49.236,,,553.37
1637,29.25,391.47,169.61,737038.67,21.0,94.0,3597.0,49.33,,,560.22
1638,29.19,361.89,169.46,738032.76,21.0,99.0,3606.0,49.425,,,561.63
1639,29.13,147.39,169.3,739026.85,21.0,99.0,3615.0,49.519,,,563.04
1640,29.07,364.65,169.15,740020.93,21.0,96.0,3624.0,49.613,,,564.45
1641,32.13,297.75,169.15,736138.22,21.0,95.0,3605.0,49.708,,,561.46
1642,32.07,268.23,169.16,735438.45,21.0,91.0,3601.0,49.802,,,560.95
1643,32.13,475.16,169.16,733289.06,21.0,95.0,3591.0,49.897,,,559.33
1644,32.13,315.73,169.16,732742.51,21.0,99.0,3588.0,49.991,,,558.9
1645,32.13,260.18,169.2,732742.51,21.0,91.0,3583.0,50.085,,,557.93
1646,32.13,257.92,169.23,732742.51,21.0,100.0,3578.0,50.18,,,556.96
1647,32.13,287.13,169.27,732742.51,21.0,94.0,3572.0,50.274,,,555.99
1648,32.1,213.63,169.27,727787.61,21.0,98.0,3567.0,50.368,,,555.02
1649,32.16,342.37,169.27,727839.44,21.0,91.0,3573.0,50.463,,,555.92
1650,32.16,244.27,169.27,728602.55,21.0,95.0,3576.0,50.557,,,556.5
1651,32.16,27.06,169.45,724192.97,21.0,96.0,3537.0,50.651,,,553.09
1652,32.16,128.87,170.99,724192.97,21.0,95.0,3523.0,50.746,,,555.04
1653,32.16,326.18,172.52,724192.97,21.0,100.0,3509.0,50.84,,,557.0
1654,32.16,1.16,174.06,724192.97,21.0,99.0,3496.0,50.661,103.0,239.25,558.95
1655,32.19,87.65,174.06,734200.21,21.0,98.0,3482.0,50.482,,,560.9
1656,32.25,159.15,174.06,742356.56,21.0,92.0,3520.0,50.303,,,567.0
1657,32.22,481.62,174.07,745977.68,21.0,99.0,3536.0,50.124,,,569.71
1658,32.25,216.41,174.07,754797.59,21.0,98.0,3578.0,49.944,,,576.4
1659,32.26,240.14,174.07,755735.23,21.0,95.0,3582.0,49.765,,,577.11
1660,32.27,71.94,174.06,756672.87,21.0,90.0,3587.0,49.586,,,577.81
1661,32.28,85.57,174.06,757610.51,21.0,99.0,3591.0,49.407,,,578.51
1662,32.28,263.88,174.07,755708.31,21.0,90.0,3582.0,49.228,,,577.02
1663,32.31,324.64,174.08,753354.56,21.0,100.0,3570.0,49.049,,,575.22
1664,32.94,48.06,174.08,756920.98,21.0,92.0,3588.0,48.87,,,577.97
1665,32.88,347.69,174.08,761601.93,21.0,95.0,3609.0,48.691,,,581.47
1666,32.86,59.93,174.08,761601.93,21.0,95.0,3606.0,48.512,,,580.87
1667,32.84,465.11,174.08,761601.93,21.0,92.0,3602.0,48.332,,,580.26
1668,32.82,15.6,174.08,761601.93,21.0,96.0,3598.0,48.153,,,579.66
1669,30.63,211.35,174.06,758513.94,21.0,92.0,3595.0,47.974,,,579.06
1670,31.29,63.55,174.05,770431.49,21.0,99.0,3652.0,47.795,,,588.21
1671,30.63,32.48,174.04,771743.19,21.0,93.0,3658.0,47.616,,,589.22
1672,30.81,157.54,174.06,772992.01,21.0,97.0,3664.0,47.437,,,590.14
1673,30.83,50.63,174.05,775225.91,21.0,92.0,3674.0,47.258,,,591.84
1674,30.85,280.26,174.05,777459.81,21.0,93.0,3685.0,47.079,,,593.55
1675,30.87,278.22,174.05,779693.71,21.0,99.0,3695.0,46.9,,,595.26
1676,30.84,439.94,174.05,784732.73,21.0,97.0,3719.0,46.72,,,599.08
1677,30.87,308.22,174.05,777800.09,21.0,96.0,3685.0,46.541,,,593.64
1678,30.72,460.04,174.04,776072.16,21.0,92.0,3677.0,46.362,,,592.22
1679,30.81,446.78,174.07,788848.02,21.0,93.0,3736.0,46.183,,,601.95
1680,30.76,162.8,174.16,786558.28,21.0,92.0,3719.0,46.004,,,600.2
1681,30.71,258.66,174.26,784268.54,21.0,97.0,3702.0,45.825,,,598.45
1682,30.66,319.48,174.36,781978.81,21.0,92.0,3685.0,45.646,,,596.7
1683,30.66,409.43,174.36,773965.59,21.0,94.0,3648.0,45.467,,,590.62
1684,30.93,230.68,174.98,779482.56,21.0,96.0,3663.0,45.288,,,594.94
1685,31.11,324.48,174.98,779377.86,21.0,92.0,3662.0,45.108,104.0,249.25,594.76
1686,31.14,86.31,174.98,755919.01,21.0,93.0,3553.0,44.929,,,577.15
1687,31.16,267.84,175.05,745682.95,21.0,96.0,3504.0,44.75,,,569.4
1688,31.18,353.34,175.12,735446.88,21.0,90.0,3455.0,44.571,,,561.64
1689,31.2,475.38,175.19,725210.82,21.0,97.0,3405.0,44.392,,,553.89
1690,31.23,406.52,175.18,745590.98,21.0,90.0,3501.0,44.213,,,569.5
1691,31.17,231.07,175.2,735355.98,21.0,100.0,3453.0,44.034,,,561.68
1692,30.9,408.3,175.2,704276.39,21.0,91.0,3307.0,43.855,,,537.97
1693,30.99,332.66,175.2,722089.25,21.0,99.0,3391.0,43.676,,,551.56
1694,30.98,296.54,175.2,726358.03,21.0,94.0,3411.0,43.496,,,554.86
1695,30.97,292.94,175.2,730626.81,21.0,90.0,3431.0,43.317,,,558.15
1696,30.96,344.86,175.2,734895.58,21.0,97.0,3451.0,43.138,,,561.45
1697,30.93,221.7,175.2,736849.19,21.0,91.0,3461.0,42.959,,,562.95
1698,31.14,445.39,175.2,751088.4,21.0,95.0,3528.0,42.78,,,573.92
1699,31.68,324.53,175.18,765279.14,21.0,93.0,3596.0,42.601,,,584.83
1700,31.5,405.57,175.18,763673.68,21.0,97.0,3589.0,42.422,,,583.72
1701,31.5,351.18,175.18,763673.68,21.0,91.0,3591.0,42.243,,,584.08
1702,31.5,221.46,175.18,763673.68,21.0,94.0,3593.0,42.064,,,584.44
1703,31.5,234.93,175.18,763673.68,21.0,93.0,3595.0,41.884,,,584.8
1704,31.59,361.12,175.18,764728.5,21.0,98.0,3598.0,41.705,,,585.16
1705,31.68,52.26,175.18,760217.71,21.0,93.0,3576.0,41.526,,,581.67
1706,32.13,210.29,175.17,760717.93,21.0,99.0,3579.0,41.347,,,582.16
1707,32.16,467.42,175.17,777031.94,21.0,92.0,3657.0,41.168,,,594.8
1708,32.28,436.62,175.17,781082.85,21.0,93.0,3676.0,40.989,,,597.93
1709,32.4,413.96,175.17,785133.76,21.0,92.0,3696.0,40.81,,,601.06
1710,32.52,212.74,175.17,789184.66,21.0,91.0,3715.0,40.631,,,604.19
1711,32.49,193.1,175.17,781537.26,21.0,96.0,3680.0,40.452,,,598.46
1712,32.67,187.97,175.43,776057.38,21.0,98.0,3643.0,40.272,,,594.28
1713,32.64,212.12,175.77,762788.39,21.0,96.0,3549.0,40.093,105.0,253.5,584.17
1714,32.67,258.76,175.83,770192.72,21.0,97.0,3581.0,39.914,,,589.84
1715,32.67,35.94,175.82,772665.2,21.0,92.0,3592.0,39.735,,,591.7
1716,32.67,345.99,175.82,775137.68,21.0,91.0,3604.0,39.556,,,593.55
1717,32.67,299.48,175.82,777610.16,21.0,92.0,3615.0,39.377,,,595.4
1718,32.73,142.1,175.83,779494.84,21.0,92.0,3624.0,39.198,,,596.84
1719,32.76,442.39,175.69,785616.6,21.0,96.0,3645.0,39.019,,,600.14
1720,32.82,351.26,175.69,789243.2,21.0,97.0,3662.0,38.84,,,602.88
1721,32.82,103.56,175.69,805444.49,21.0,100.0,3736.0,38.66,,,615.14
1722,32.81,145.03,175.69,806231.32,21.0,90.0,3740.0,38.481,,,615.76
1723,32.8,116.31,175.69,807018.15,21.0,99.0,3744.0,38.302,,,616.37
1724,32.79,345.99,175.69,807804.98,21.0,92.0,3747.0,38.123,,,616.98
1725,32.76,287.5,175.69,798068.77,21.0,98.0,3702.0,37.944,,,609.54
1726,32.85,355.93,175.68,797569.21,21.0,95.0,3700.0,37.765,,,609.12
1727,32.52,282.74,175.68,798200.53,21.0,99.0,3703.0,37.586,,,609.6
1728,32.49,398.05,175.68,797587.43,21.0,93.0,3700.0,37.407,,,609.21
1729,32.48,396.81,175.54,792527.49,21.0,92.0,3678.0,37.228,,,604.92
1730,32.47,66.17,175.4,787467.55,21.0,97.0,3655.0,37.048,,,600.62
1731,32.46,417.08,175.27,782407.61,21.0,92.0,3632.0,36.869,,,596.34
1732,32.49,286.86,175.26,781882.88,21.0,90.0,3633.0,36.69,,,596.46
1733,32.67,86.74,175.27,776912.49,21.0,99.0,3611.0,36.511,,,592.9
1734,31.11,323.3,175.26,756429.8,21.0,94.0,3514.0,36.332,,,576.96
1735,31.17,373.07,175.27,735853.38,21.0,99.0,3418.0,36.153,,,561.2
1736,31.2,388.62,175.31,745680.08,21.0,91.0,3467.0,35.974,,,568.74
1737,31.23,32.25,175.35,755506.79,21.0,96.0,3515.0,35.795,,,576.28
1738,31.26,122.61,175.4,765333.49,21.0,94.0,3563.0,35.616,,,583.82
1739,34.2,263.73,175.41,738845.86,21.0,100.0,3439.0,35.436,,,563.54
1740,34.26,441.38,175.41,732490.44,21.0,98.0,3409.0,35.257,,,558.66
1741,34.29,13.28,175.39,748395.24,21.0,91.0,3484.0,35.078,,,570.81
1742,34.29,331.56,175.55,748395.24,21.0,90.0,3422.0,34.899,,,567.27
1743,34.32,216.69,177.37,742227.86,21.0,97.0,3360.0,34.72,,,563.72
1744,34.35,151.23,179.19,736060.48,21.0,95.0,3299.0,34.72,106.0,247.0,560.18
1745,34.38,455.72,181.01,729893.1,21.0,94.0,3237.0,34.72,,,556.64
1746,34.32,414.32,181.01,737123.22,21.0,97.0,3270.0,34.72,,,562.26
1747,34.32,393.01,180.5,746269.52,21.0,92.0,3315.0,34.72,,,569.94
1748,34.47,470.09,180.5,749278.64,21.0,93.0,3328.0,34.72,,,572.21
1749,34.5,171.02,180.5,730379.19,21.0,92.0,3244.0,34.72,,,557.72
1750,34.51,343.11,180.5,732258.8,21.0,93.0,3252.0,34.72,,,559.17
1751,34.52,147.23,180.5,734138.4,21.0,94.0,3260.0,34.72,,,560.61
1752,34.53,243.26,180.5,736018.01,21.0,96.0,3269.0,34.72,,,562.06
1753,34.47,293.21,180.5,754169.33,21.0,92.0,3350.0,34.72,,,576.02
1754,34.44,264.9,180.5,750294.4,21.0,98.0,3333.0,34.72,,,573.08
1755,34.35,99.01,180.5,759753.16,21.0,95.0,3376.0,34.72,,,580.45
1756,34.38,299.66,180.49,757396.8,21.0,93.0,3365.0,34.72,,,578.54
1757,34.39,211.33,180.49,759156.15,21.0,94.0,3373.0,34.72,,,579.9
1758,34.4,101.96,180.49,760915.49,21.0,99.0,3381.0,34.72,,,581.26
1759,34.41,459.83,180.5,762674.84,21.0,97.0,3388.0,34.72,,,582.61
1760,34.5,336.33,180.49,778054.4,21.0,98.0,3457.0,34.72,,,594.32
1761,34.38,135.79,180.5,776299.25,21.0,97.0,3448.0,34.72,,,592.93
1762,34.53,28.04,180.5,767755.47,21.0,97.0,3409.0,34.72,,,586.21
1763,34.53,322.38,180.5,756236.58,21.0,98.0,3358.0,34.72,,,577.36
1764,34.59,299.17,180.5,755217.15,21.0,91.0,3353.0,34.72,,,576.59
1765,34.65,143.96,180.5,754197.73,21.0,92.0,3349.0,34.72,,,575.83
1766,34.71,105.98,180.5,753178.3,21.0,100.0,3344.0,34.72,,,575.06
1767,34.32,263.14,180.5,737960.33,21.0,99.0,3278.0,34.72,,,563.63
1768,34.5,91.19,180.5,737085.26,21.0,92.0,3274.0,34.72,,,562.96
1769,34.83,55.29,180.49,753397.95,21.0,94.0,3349.0,34.72,,,575.74
1770,35.13,461.98,180.52,750324.24,21.0,95.0,3338.0,34.72,,,573.9
1771,35.15,96.98,180.88,749077.94,21.0,100.0,3314.0,34.72,,,572.93
1772,35.17,476.73,181.25,747831.65,21.0,94.0,3290.0,34.72,,,571.96
1773,35.19,43.64,181.61,746585.35,21.0,94.0,3267.0,34.72,,,570.99
1774,36.51,267.23,181.61,754660.95,21.0,99.0,3314.0,34.72,107.0,245.0,579.35
1775,36.66,167.5,181.6,753464.56,21.0,98.0,3314.0,34.72,,,579.18
1776,36.66,43.53,181.59,755916.91,21.0,92.0,3323.0,34.72,,,580.86
1777,36.66,252.99,181.59,770784.75,21.0,92.0,3389.0,34.72,,,592.31
1778,36.65,424.47,181.64,772800.27,21.0,97.0,3385.0,34.72,,,593.87
1779,36.64,122.07,181.68,774815.79,21.0,92.0,3380.0,34.72,,,595.43
1780,36.63,272.44,181.72,776831.31,21.0,94.0,3376.0,34.72,,,596.99
1781,36.63,6.0,181.72,779049.94,21.0,100.0,3386.0,34.72,,,598.72
1782,36.66,68.28,181.72,789821.88,21.0,97.0,3432.0,34.72,,,606.94
1783,36.45,338.53,181.72,799939.71,21.0,93.0,3477.0,34.72,,,614.73
1784,36.51,179.01,181.72,797437.54,21.0,94.0,3465.0,34.72,,,612.74
1785,36.46,301.67,181.72,797384.87,21.0,95.0,3465.0,34.72,,,612.71
1786,36.41,343.92,181.72,797332.19,21.0,98.0,3465.0,34.72,,,612.67
1787,36.36,456.23,181.73,797279.51,21.0,99.0,3465.0,34.72,,,612.64
1788,36.3,181.8,181.73,789678.52,21.0,98.0,3431.0,34.72,,,606.76
1789,36.24,471.07,181.73,792582.9,21.0,98.0,3444.0,34.72,,,609.04
1790,36.33,160.48,181.73,788720.34,21.0,91.0,3427.0,34.72,,,606.04
1791,36.3,294.39,181.73,785132.13,21.0,99.0,3412.0,34.72,,,603.29
